session_id;date;user_id;user_age;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-11215;2026-08-04 04:21:00;USR-1049;22;VIP;3;400;600;Card;Valorant;4.0;0
SESS-11544;2026-08-09 21:17:00;USR-1340;21;Standard;3;0;300;Card;Dota 2;4.5;0
SESS-10644;2026-08-12 13:39:00;USR-1776;33;Standard;2;0;200;Card;Minecraft;4.0;0
SESS-11371;2026-08-27 23:08:00;USR-1182;23;Standard;12;0;1080;Card;Dota 2;2.0;1
SESS-14059;2026-08-06 18:03:00;USR-1500;23;Standard;3;0;300;Card;Dota 2;4.0;0
SESS-15087;2026-08-29 00:53:00;USR-1436;14;Bootcamp;2;0;300;App;Dota 2;3.0;0
SESS-10120;2026-08-30 00:23:00;USR-1065;20;Standard;2;160;200;App;Dota 2;5.0;0
SESS-14194;2026-08-03 04:41:00;USR-1641;24;Standard;1;120;90;Card;Valorant;4.0;1
SESS-12228;2026-08-02 06:20:00;USR-1215;15;Standard;4;320;400;Card;Minecraft;4.5;0
SESS-11954;2026-08-16 17:04:00;USR-1181;24;Standard;2;0;180;Card;Valorant;4.5;1
SESS-14373;2026-08-23 09:59:00;USR-1678;18;VIP;4;0;800;Card;Dota 2;4.0;0
SESS-12292;2026-08-27 23:37:00;USR-1668;26;Standard;4;0;360;Cash;GTA V;3.0;1
SESS-15376;2026-08-25 15:39:00;USR-1428;24;Standard;3;0;300;App;Deadlock;5.0;0
SESS-14755;2026-08-17 05:57:00;USR-1345;21;Standard;12;0;1200;Card;Valorant;4.5;0
SESS-15317;2026-08-11 20:05:00;USR-1398;15;Bootcamp;2;490;270;App;PUBG;2.0;1
SESS-10134;2026-08-06 02:19:00;USR-1010;22;Standard;3;240;300;App;Dota 2;4.5;0
SESS-12902;2026-08-30 09:53:00;USR-1103;17;Standard;1;50;90;App;CS2;4.0;1
SESS-13613;2026-08-07 02:49:00;USR-1300;45;Bootcamp;8;740;1080;Card;Minecraft;5.0;1
SESS-10511;2026-08-10 12:19:00;USR-1734;15;Standard;1;0;100;App;Browser/Work;1.0;0
SESS-10062;2026-08-14 23:41:00;USR-1738;24;Standard;4;0;400;App;Minecraft;5.0;0
SESS-14879;2026-08-31 04:02:00;USR-1773;23;Bootcamp;3;460;405;Card;Valorant;2.0;1
SESS-13265;2026-08-10 21:15:00;USR-1396;17;Standard;5;250;500;Card;Dota 2;2.0;0
SESS-11583;2026-08-28 20:37:00;USR-1030;16;Standard;2;0;180;Card;CS2;3.0;1
SESS-14519;2026-08-09 00:55:00;USR-1029;21;Standard;2;100;200;App;Dota 2;4.5;0
SESS-10122;2026-08-30 08:14:00;USR-1295;24;Standard;2;160;200;Card;Minecraft;4.0;0
SESS-12195;2026-08-18 03:44:00;USR-1255;18;VIP;2;0;400;Cash;CS2;5.0;0
SESS-15224;2026-08-07 22:13:00;USR-1214;23;Standard;4;0;360;App;CS2;5.0;1
SESS-13973;2026-08-03 13:16:00;USR-1350;16;PS5;3;0;750;Card;Minecraft;4.5;0
SESS-13653;2026-08-29 17:22:00;USR-1750;14;Standard;3;0;270;Card;CS2;4.5;1
SESS-10567;2026-08-19 12:06:00;USR-1244;19;VIP;1;0;180;Card;Dota 2;3.0;1
SESS-11871;2026-08-12 00:55:00;USR-1481;21;VIP;8;0;1440;App;Deadlock;5.0;1
SESS-13761;2026-08-30 03:23:00;USR-1299;21;Bootcamp;3;400;405;App;CS2;4.0;1
SESS-10864;2026-08-30 13:38:00;USR-1549;23;Standard;3;0;270;Card;Dota 2;3.0;1
SESS-15123;2026-08-18 02:24:00;USR-1640;25;Standard;8;960;800;Card;CS2;4.0;0
SESS-12045;2026-08-08 05:50:00;USR-1485;24;Standard;2;240;200;Card;CS2;4.0;0
SESS-13914;2026-08-24 08:02:00;USR-1225;19;Standard;3;0;270;Cash;Dota 2;5.0;1
SESS-11407;2026-08-14 03:48:00;USR-1522;16;Bootcamp;5;0;750;Card;CS2;3.0;0
SESS-13197;2026-08-16 14:41:00;USR-1673;26;VIP;2;410;400;Card;CS2;4.5;0
SESS-10720;2026-08-08 00:47:00;USR-1683;15;VIP;2;490;400;Card;PUBG;4.5;0
SESS-13194;2026-08-23 04:14:00;USR-1462;20;Standard;3;150;270;Card;PUBG;4.5;1
SESS-12974;2026-08-21 10:38:00;USR-1059;16;Bootcamp;1;300;135;Card;GTA V;4.5;1
SESS-12186;2026-08-28 05:03:00;USR-1451;16;Standard;5;0;500;Card;Minecraft;4.5;0
SESS-10602;2026-08-05 04:22:00;USR-1446;15;Bootcamp;3;0;450;Card;CS2;4.5;0
SESS-14584;2026-08-11 08:46:00;USR-1152;34;Standard;2;100;200;Card;CS2;4.5;0
SESS-11611;2026-08-19 00:04:00;USR-1464;25;Bootcamp;12;0;1800;Card;CS2;3.0;0
SESS-14266;2026-08-12 23:31:00;USR-1507;14;Bootcamp;1;0;135;App;CS2;4.5;1
SESS-12698;2026-08-06 03:21:00;USR-1607;14;Standard;5;0;500;Cash;Dota 2;3.0;0
SESS-12436;2026-08-23 11:14:00;USR-1329;22;VIP;12;0;2400;Card;Dota 2;4.5;0
SESS-14943;2026-08-12 21:45:00;USR-1041;20;VIP;4;730;800;Card;Deadlock;5.0;0
SESS-10318;2026-08-18 04:05:00;USR-1666;22;Standard;2;0;200;Card;Dota 2;3.0;0
SESS-11235;2026-08-10 16:03:00;USR-1353;18;VIP;2;0;360;Cash;Dota 2;4.5;1
SESS-10274;2026-08-06 02:55:00;USR-1333;23;VIP;3;0;540;Card;Valorant;3.0;1
SESS-15183;2026-08-19 14:14:00;USR-1688;18;Standard;1;0;100;Card;Minecraft;4.0;0
SESS-14236;2026-08-03 01:53:00;USR-1001;26;Bootcamp;2;0;300;Cash;Valorant;4.0;0
SESS-15003;2026-08-04 23:28:00;USR-1766;21;Bootcamp;3;250;450;Cash;Dota 2;4.5;0
SESS-13575;2026-08-19 21:16:00;USR-1556;24;PS5;1;120;225;Card;Dota 2;4.5;1
SESS-12523;2026-08-28 16:43:00;USR-1301;24;Bootcamp;1;150;150;Cash;CS2;4.0;0
SESS-12651;2026-08-03 11:28:00;USR-1566;37;Bootcamp;3;0;450;Card;GTA V;4.5;0
SESS-14279;2026-08-28 13:15:00;USR-1544;23;Standard;2;0;200;Card;CS2;4.5;0
SESS-15239;2026-08-12 05:09:00;USR-1642;16;Bootcamp;3;340;450;Card;Minecraft;4.0;0
SESS-10295;2026-08-15 22:21:00;USR-1224;17;VIP;2;490;400;App;Dota 2;3.0;0
SESS-13710;2026-08-21 21:58:00;USR-1681;20;VIP;2;0;400;Card;Valorant;3.0;0
SESS-14235;2026-08-27 05:31:00;USR-1799;21;Standard;1;0;100;Card;CS2;4.0;0
SESS-10298;2026-08-28 16:33:00;USR-1059;16;Standard;8;400;800;Card;Deadlock;4.5;0
SESS-10068;2026-08-26 17:01:00;USR-1140;16;Standard;12;2400;1200;Card;CS2;4.0;0
SESS-10736;2026-08-28 04:03:00;USR-1664;17;Bootcamp;1;0;150;Card;Dota 2;5.0;0
SESS-11891;2026-08-12 07:53:00;USR-1451;16;VIP;2;200;400;Card;CS2;4.0;0
SESS-12118;2026-08-23 14:31:00;USR-1486;16;Standard;2;0;200;Card;Minecraft;4.5;0
SESS-12856;2026-08-31 09:33:00;USR-1361;23;VIP;4;0;800;Card;CS2;4.5;0
SESS-10150;2026-08-24 16:43:00;USR-1129;16;Standard;1;200;100;Card;CS2;4.5;0
SESS-10756;2026-08-13 17:51:00;USR-1131;26;VIP;8;500;1600;App;CS2;4.5;0
SESS-14122;2026-08-07 18:49:00;USR-1221;21;Standard;2;0;200;Card;Valorant;4.5;0
SESS-12916;2026-08-16 11:42:00;USR-1590;20;Standard;2;0;180;Card;Minecraft;4.5;1
SESS-15024;2026-08-09 13:33:00;USR-1083;22;Standard;2;0;200;Card;CS2;5.0;0
SESS-12259;2026-08-22 16:35:00;USR-1329;22;PS5;2;0;500;App;Minecraft;5.0;0
SESS-12580;2026-08-25 15:04:00;USR-1495;16;PS5;5;0;1250;Card;Dota 2;4.0;0
SESS-10376;2026-08-29 14:05:00;USR-1106;26;PS5;3;150;675;Card;Dota 2;4.5;1
SESS-12063;2026-08-04 17:27:00;USR-1310;19;PS5;4;0;1000;Card;Valorant;2.0;0
SESS-10859;2026-08-31 23:15:00;USR-1167;17;Standard;2;0;200;Card;Valorant;5.0;0
SESS-13351;2026-08-21 08:29:00;USR-1093;16;PS5;2;0;500;Card;Apex Legends;5.0;0
SESS-14958;2026-08-27 16:26:00;USR-1511;25;Bootcamp;2;0;300;Card;CS2;4.0;0
SESS-10378;2026-08-05 06:14:00;USR-1526;22;VIP;4;1050;800;Card;CS2;5.0;0
SESS-14511;2026-08-06 04:28:00;USR-1598;21;Standard;4;0;400;Card;Dota 2;5.0;0
SESS-12167;2026-08-20 15:42:00;USR-1320;24;Bootcamp;3;850;450;Card;CS2;5.0;0
SESS-15099;2026-08-01 10:43:00;USR-1348;15;PS5;2;160;500;Cash;Deadlock;4.0;0
SESS-12687;2026-08-31 00:52:00;USR-1225;19;Standard;2;0;200;Cash;Dota 2;5.0;0
SESS-12696;2026-08-22 17:00:00;USR-1571;31;Bootcamp;12;0;1800;Card;Apex Legends;4.5;0
SESS-15085;2026-08-17 12:38:00;USR-1758;17;Standard;3;0;300;Card;CS2;3.0;0
SESS-10841;2026-08-13 05:30:00;USR-1678;18;Standard;3;0;300;;Dota 2;4.5;0
SESS-14434;2026-08-09 10:14:00;USR-1447;25;Bootcamp;4;580;600;Card;CS2;4.0;0
SESS-11869;2026-08-24 02:56:00;USR-1117;20;Standard;2;0;200;Card;CS2;1.0;0
SESS-10175;2026-08-26 22:28:00;USR-1060;20;PS5;2;0;500;Card;Valorant;3.0;0
SESS-12201;2026-08-29 16:29:00;USR-1254;14;Bootcamp;1;0;150;App;GTA V;2.0;0
SESS-10927;2026-08-19 03:32:00;USR-1303;22;Bootcamp;5;850;675;Card;CS2;4.5;1
SESS-14541;2026-08-23 09:42:00;USR-1777;25;VIP;3;250;540;Card;CS2;4.5;1
SESS-10045;2026-08-28 00:42:00;USR-1093;16;Standard;8;640;800;Card;CS2;5.0;0
SESS-11096;2026-08-29 04:05:00;USR-1154;24;Standard;3;360;300;Card;Minecraft;4.0;0
SESS-12437;2026-08-31 15:15:00;USR-1637;25;PS5;2;400;500;Card;Dota 2;5.0;0
SESS-13488;2026-08-12 06:06:00;USR-1058;23;VIP;3;0;600;Cash;CS2;4.5;0
SESS-14625;2026-08-12 10:18:00;USR-1594;18;Standard;2;0;200;Card;Dota 2;2.0;0
SESS-13628;2026-08-05 07:36:00;USR-1380;23;Standard;4;800;400;Card;Browser/Work;4.5;0
SESS-14011;2026-08-11 22:24:00;USR-1601;30;Standard;3;600;300;App;CS2;5.0;0
SESS-13153;2026-08-09 21:16:00;USR-1350;16;PS5;3;0;750;App;Apex Legends;3.0;0
SESS-13661;2026-08-04 20:25:00;USR-1019;25;VIP;2;0;360;Card;Valorant;4.5;1
SESS-12100;2026-08-11 01:42:00;USR-1773;23;Standard;2;0;200;Card;Dota 2;4.0;0
SESS-10283;2026-08-24 06:13:00;USR-1658;18;VIP;4;450;800;Cash;Minecraft;4.5;0
SESS-12077;2026-08-01 18:03:00;USR-1044;21;PS5;1;0;225;Card;Minecraft;2.0;1
SESS-14405;2026-08-16 18:33:00;USR-1039;35;Standard;1;200;90;Card;Valorant;4.0;1
SESS-11965;2026-08-10 03:19:00;USR-1671;15;Bootcamp;2;0;300;App;Deadlock;4.0;0
SESS-15025;2026-08-14 01:19:00;USR-1687;20;Standard;3;0;300;Card;Apex Legends;5.0;0
SESS-12302;2026-08-29 07:53:00;USR-1783;16;Standard;5;250;500;Card;Dota 2;1.0;0
SESS-12024;2026-08-24 15:20:00;USR-1353;18;VIP;1;0;200;Card;Apex Legends;3.0;0
SESS-11971;2026-08-30 17:38:00;USR-1080;15;Standard;4;0;400;Card;CS2;1.0;0
SESS-11536;2026-08-28 19:11:00;USR-1358;15;Standard;8;0;720;Card;Valorant;5.0;1
SESS-12439;2026-08-23 09:39:00;USR-1792;22;Standard;12;0;1080;Card;GTA V;5.0;1
SESS-11745;2026-08-17 02:14:00;USR-1369;23;PS5;2;400;500;App;Dota 2;4.0;0
SESS-12170;2026-08-21 16:35:00;USR-1258;24;Standard;1;50;100;App;CS2;5.0;0
SESS-13196;2026-08-10 18:02:00;USR-1638;21;Standard;3;0;300;Card;CS2;5.0;0
SESS-12498;2026-08-15 04:16:00;USR-1689;15;VIP;3;0;540;Card;Apex Legends;4.5;1
SESS-13807;2026-08-03 02:57:00;USR-1207;22;VIP;3;460;540;Card;Valorant;4.5;1
SESS-13685;2026-08-01 09:05:00;USR-1252;20;Standard;2;240;200;Cash;CS2;4.5;0
SESS-14953;2026-08-19 10:01:00;USR-1202;37;Standard;1;0;100;Card;CS2;4.5;0
SESS-10257;2026-08-06 01:42:00;USR-1712;20;Bootcamp;2;0;270;Card;Minecraft;4.5;1
SESS-11918;2026-08-05 20:15:00;USR-1526;22;Bootcamp;3;400;450;Card;CS2;4.5;0
SESS-11321;2026-08-17 03:10:00;USR-1410;21;Standard;5;0;500;Card;Minecraft;5.0;0
SESS-10099;2026-08-03 04:43:00;USR-1368;21;Standard;3;150;300;Card;Deadlock;;0
SESS-12394;2026-08-06 22:43:00;USR-1347;24;Standard;2;240;200;App;Dota 2;4.0;0
SESS-13985;2026-08-28 08:31:00;USR-1071;14;Standard;2;0;200;Card;Dota 2;4.0;0
SESS-13220;2026-08-21 13:48:00;USR-1509;16;Bootcamp;3;340;450;Card;Valorant;1.0;0
SESS-15283;2026-08-03 06:14:00;USR-1189;31;VIP;12;0;2400;Card;Valorant;2.0;0
SESS-12462;2026-08-07 14:12:00;USR-1147;16;Standard;3;360;300;App;CS2;5.0;0
SESS-13841;2026-08-28 02:37:00;USR-1673;26;Bootcamp;5;0;750;Card;CS2;4.0;0
SESS-12067;2026-08-03 02:47:00;USR-1417;26;VIP;3;0;540;App;CS2;5.0;1
SESS-10366;2026-08-24 01:11:00;USR-1395;19;Standard;3;360;300;Card;CS2;5.0;0
SESS-13437;2026-08-26 12:15:00;USR-1191;16;Standard;1;200;90;App;Dota 2;3.0;1
SESS-14240;2026-08-11 23:32:00;USR-1316;17;Bootcamp;1;300;150;Card;Dota 2;3.0;0
SESS-14449;2026-08-24 06:38:00;USR-1393;17;Bootcamp;3;0;450;Card;Valorant;5.0;0
SESS-12990;2026-08-23 15:06:00;USR-1704;41;PS5;1;0;250;Card;CS2;5.0;0
SESS-10949;2026-08-21 19:20:00;USR-1785;18;VIP;2;0;360;Card;Valorant;4.0;1
SESS-11512;2026-08-26 13:39:00;USR-1597;19;Bootcamp;1;150;150;Card;PUBG;4.0;0
SESS-10019;2026-08-09 17:38:00;USR-1248;31;Standard;4;0;360;Card;CS2;4.0;1
SESS-13163;2026-08-04 00:52:00;USR-1004;25;Standard;4;0;400;Card;Dota 2;3.0;0
SESS-10668;2026-08-06 07:30:00;USR-1640;25;PS5;3;0;675;Card;CS2;4.0;1
SESS-10218;2026-08-18 17:59:00;USR-1468;15;Standard;5;0;500;App;Valorant;;0
SESS-15171;2026-08-30 14:58:00;USR-1604;25;VIP;5;0;1000;Card;Deadlock;5.0;0
SESS-12093;2026-08-03 01:17:00;USR-1251;27;Bootcamp;12;1210;1800;Card;Minecraft;4.5;0
SESS-13881;2026-08-03 14:02:00;USR-1032;21;Standard;3;360;300;Card;Dota 2;4.0;0
SESS-14054;2026-08-20 09:31:00;USR-1135;22;VIP;3;0;600;Card;Minecraft;;0
SESS-13259;2026-08-26 01:03:00;USR-1495;16;VIP;4;580;800;App;Dota 2;1.0;0
SESS-13865;2026-08-10 05:54:00;USR-1753;16;PS5;3;0;750;Card;CS2;5.0;0
SESS-10777;2026-08-27 00:36:00;USR-1061;18;Standard;8;0;800;Card;PUBG;5.0;0
SESS-11820;2026-08-10 12:28:00;USR-1628;23;Standard;3;0;300;Card;CS2;5.0;0
SESS-11018;2026-08-14 13:06:00;USR-1689;15;Bootcamp;1;0;135;Card;Dota 2;5.0;1
SESS-12086;2026-08-07 20:11:00;USR-1787;31;Standard;8;0;800;Card;CS2;5.0;0
SESS-15006;2026-08-22 01:04:00;USR-1089;31;Bootcamp;2;650;300;Card;Dota 2;1.0;0
SESS-11557;2026-08-26 15:18:00;USR-1115;14;Standard;1;200;90;Card;Minecraft;4.5;1
SESS-14302;2026-08-05 21:49:00;USR-1473;26;VIP;1;300;200;Card;Valorant;5.0;0
SESS-10517;2026-08-31 10:07:00;USR-1013;23;Standard;1;0;100;App;Dota 2;5.0;0
SESS-14581;2026-08-29 23:47:00;USR-1007;22;Standard;4;800;400;Card;Browser/Work;3.0;0
SESS-11817;2026-08-29 08:40:00;USR-1364;15;Standard;2;0;200;Cash;CS2;4.5;0
SESS-13817;2026-08-22 11:44:00;USR-1627;28;Bootcamp;8;1700;1200;Card;CS2;4.0;0
SESS-12910;2026-08-20 23:08:00;USR-1109;16;VIP;2;0;360;Card;Apex Legends;4.0;1
SESS-14402;2026-08-16 18:31:00;USR-1034;36;Standard;3;360;300;Cash;Dota 2;4.0;0
SESS-11691;2026-08-22 14:08:00;USR-1532;16;VIP;12;1210;2160;Cash;Valorant;4.5;1
SESS-13416;2026-08-08 10:59:00;USR-1190;16;Bootcamp;3;340;450;Card;PUBG;4.5;0
SESS-12778;2026-08-22 14:53:00;USR-1450;18;Standard;2;0;200;Card;Minecraft;4.0;0
SESS-12503;2026-08-30 11:06:00;USR-1742;15;Bootcamp;1;220;150;Card;CS2;4.0;0
SESS-11052;2026-08-26 01:42:00;USR-1181;24;Bootcamp;2;0;300;Card;PUBG;4.5;0
SESS-14981;2026-08-05 05:37:00;USR-1095;16;Standard;1;200;90;App;Valorant;4.0;1
SESS-10759;2026-08-02 06:12:00;USR-1226;21;Standard;2;0;200;Card;CS2;4.0;0
SESS-13142;2026-08-18 01:59:00;USR-1519;20;Standard;2;160;200;App;Apex Legends;4.5;0
SESS-15015;2026-08-10 16:16:00;USR-1795;25;Standard;1;80;100;App;CS2;5.0;0
SESS-10214;2026-08-15 04:15:00;USR-1095;16;Bootcamp;2;0;300;Card;CS2;2.0;0
SESS-15131;2026-08-30 03:11:00;USR-1188;16;Bootcamp;1;0;150;App;Minecraft;4.0;0
SESS-12277;2026-08-28 08:21:00;USR-1061;18;Standard;2;0;180;Card;CS2;4.5;1
SESS-14359;2026-08-27 16:58:00;USR-1233;28;Standard;3;150;270;Card;Cyberpunk 2077;2.0;1
SESS-12495;2026-08-14 00:41:00;USR-1657;18;VIP;4;570;800;Card;Minecraft;5.0;0
SESS-14829;2026-08-08 05:48:00;USR-1559;23;Standard;2;0;200;App;Apex Legends;4.0;0
SESS-11699;2026-08-03 21:02:00;USR-1173;15;Bootcamp;2;500;300;App;CS2;5.0;0
SESS-10196;2026-08-18 10:16:00;USR-1109;16;VIP;2;0;400;App;Dota 2;1.0;0
SESS-11432;2026-08-25 16:39:00;USR-1481;21;Standard;4;0;400;App;Valorant;5.0;0
SESS-14968;2026-08-22 12:28:00;USR-1212;22;PS5;3;360;750;Cash;Minecraft;5.0;0
SESS-14991;2026-08-20 05:29:00;USR-1090;20;PS5;3;600;750;App;GTA V;4.0;0
SESS-11056;2026-08-16 03:34:00;USR-1032;21;Standard;3;600;270;Card;Dota 2;5.0;1
SESS-11755;2026-08-07 17:15:00;USR-1340;21;Standard;2;0;200;Card;Apex Legends;5.0;0
SESS-10887;2026-08-31 01:14:00;USR-1769;21;VIP ;1;0;150;Card;Valorant;4.5;0
SESS-11837;2026-08-01 12:17:00;USR-1484;17;Standard;1;0;100;Card;Valorant;5.0;0
SESS-13529;2026-08-02 18:50:00;USR-1396;17;Standard;3;150;300;App;GTA V;3.0;0
SESS-12927;2026-08-15 14:59:00;USR-1768;24;VIP;5;0;1000;Card;CS2;5.0;0
SESS-10568;2026-08-12 06:40:00;USR-1089;31;Standard;12;960;1200;Card;CS2;4.0;0
SESS-13558;2026-08-22 21:25:00;USR-1048;28;Standard;3;150;270;App;Valorant;5.0;1
SESS-14643;2026-08-29 15:54:00;USR-1446;15;Standard;4;0;400;Cash;GTA V;4.0;0
SESS-11370;2026-08-21 15:23:00;USR-1268;31;Bootcamp;2;0;300;Card;Dota 2;5.0;0
SESS-10139;2026-08-03 08:45:00;USR-1364;15;Standard;2;400;200;App;CS2;4.0;0
SESS-11499;2026-08-17 12:56:00;USR-1797;19;Standard;5;0;500;Card;Valorant;4.5;0
SESS-11658;2026-08-30 15:15:00;USR-1261;27;Standard;5;0;500;Card;Dota 2;5.0;0
SESS-11149;2026-08-25 04:20:00;USR-1632;21;Standard;4;0;360;Card;Deadlock;3.0;1
SESS-12389;2026-08-13 03:53:00;USR-1427;24;Standard;1;0;100;Card;CS2;4.0;0
SESS-14323;2026-08-03 16:01:00;USR-1265;22;VIP;1;0;200;Card;Minecraft;4.0;0
SESS-11744;2026-08-06 04:46:00;USR-1216;26;VIP;1;370;200;App;Minecraft;4.0;0
SESS-10463;2026-08-19 08:38:00;USR-1193;17;Standard;8;400;800;Card;PUBG;5.0;0
SESS-12751;2026-08-15 02:37:00;USR-1134;16;Standard;2;400;180;Cash;PUBG;4.0;1
SESS-14343;2026-08-23 04:53:00;USR-1191;16;Standard;8;0;800;Card;CS2;4.5;0
SESS-14528;2026-08-28 08:40:00;USR-1798;22;PS5;4;0;1000;Card;Minecraft;4.0;0
SESS-10594;2026-08-16 12:48:00;USR-1013;23;VIP;4;730;800;Card;GTA V;5.0;0
SESS-12561;2026-08-19 15:31:00;USR-1497;25;Standard;1;0;90;Card;Minecraft;5.0;1
SESS-10450;2026-08-14 00:50:00;USR-1271;25;Standard;1;80;100;Cash;CS2;4.5;0
SESS-13334;2026-08-14 11:54:00;USR-1651;22;Standard;4;320;400;Card;CS2;4.0;0
SESS-14545;2026-08-09 10:41:00;USR-1096;31;Standard;1;0;100;Card;Valorant;1.0;0
SESS-11780;2026-08-18 08:08:00;USR-1458;15;VIP;2;500;400;Card;Dota 2;5.0;0
SESS-12099;2026-08-30 13:10:00;USR-1131;26;VIP;2;0;400;Card;CS2;3.0;0
SESS-11406;2026-08-25 22:36:00;USR-1106;26;PS5;5;0;1250;Card;Valorant;3.0;0
SESS-11630;2026-08-14 15:29:00;USR-1793;29;VIP;1;150;200;Card;Dota 2;1.0;0
SESS-11448;2026-08-22 07:59:00;USR-1702;23;Standard;1;0;90;Card;Deadlock;3.0;1
SESS-11174;2026-08-03 03:20:00;USR-1184;15;Standard;3;360;300;App;Minecraft;4.0;0
SESS-13447;2026-08-21 10:48:00;USR-1178;21;VIP;2;0;400;;Dota 2;4.0;0
SESS-10451;2026-08-27 01:27:00;USR-1753;16;Bootcamp;4;0;600;App;CS2;5.0;0
SESS-14575;2026-08-20 08:12:00;USR-1195;19;Standard;2;160;200;Card;Cyberpunk 2077;4.5;0
SESS-14211;2026-08-28 22:23:00;USR-1561;37;Standard;2;0;200;Cash;CS2;4.0;0
SESS-14638;2026-08-30 01:16:00;USR-1027;15;PS5;8;960;2000;Card;CS2;5.0;0
SESS-13813;2026-08-11 16:36:00;USR-1106;26;Bootcamp;2;200;300;App;CS2;5.0;0
SESS-13471;2026-08-20 00:40:00;USR-1544;23;VIP;1;0;200;Card;Dota 2;5.0;0
SESS-11263;2026-08-12 02:14:00;USR-1435;17;VIP;3;0;540;App;Valorant;4.5;1
SESS-15086;2026-08-08 02:02:00;USR-1370;27;VIP;2;260;400;App;Dota 2;4.0;0
SESS-10999;2026-08-26 08:36:00;USR-1215;15;Standard;3;150;300;Card;CS2;4.0;0
SESS-15145;2026-08-08 02:15:00;USR-1526;22;PS5;1;80;250;App;GTA V;4.5;0
SESS-14435;2026-08-30 22:27:00;USR-1508;14;Bootcamp;2;350;300;Cash;Valorant;;0
SESS-12347;2026-08-25 20:29:00;USR-1340;21;Standard;2;400;200;Card;CS2;4.5;0
SESS-10192;2026-08-31 02:43:00;USR-1555;16;VIP;2;0;400;Card;CS2;4.0;0
SESS-14255;2026-08-19 21:15:00;USR-1630;21;VIP;3;460;600;Card;Deadlock;4.0;0
SESS-14897;2026-08-21 11:35:00;USR-1162;17;Bootcamp;1;0;150;App;CS2;4.0;0
SESS-14741;2026-08-03 16:13:00;USR-1150;21;Bootcamp;2;0;270;Card;Valorant;5.0;1
SESS-15082;2026-08-04 15:09:00;USR-1214;23;VIP;4;0;800;Card;Dota 2;4.5;0
SESS-14594;2026-08-26 05:03:00;USR-1416;23;Bootcamp;1;220;150;Card;Deadlock;4.5;0
SESS-14812;2026-08-14 16:42:00;USR-1432;20;PS5;4;0;1000;Card;Dota 2;4.5;0
SESS-11338;2026-08-22 04:54:00;USR-1526;22;Bootcamp;2;0;300;Card;CS2;4.0;0
SESS-13718;2026-08-18 17:49:00;USR-1399;19;VIP;2;650;400;Card;GTA V;4.5;0
SESS-13013;2026-08-31 20:38:00;USR-1212;22;Standard;2;400;200;App;Valorant;5.0;0
SESS-12333;2026-08-30 13:04:00;USR-1713;30;VIP;1;150;180;Card;CS2;4.5;1
SESS-14766;2026-08-17 16:27:00;USR-1053;20;VIP;2;0;360;App;CS2;3.0;1
SESS-11293;2026-08-01 03:09:00;USR-1105;20;Standard;2;100;200;Card;CS2;4.0;0
SESS-14096;2026-08-21 09:14:00;USR-1098;36;VIP;2;0;400;App;Dota 2;5.0;0
SESS-15153;2026-08-24 03:07:00;USR-1553;22;Bootcamp;2;0;270;Card;Cyberpunk 2077;4.0;1
SESS-11849;2026-08-09 08:56:00;USR-1539;19;Bootcamp;8;1210;1080;Card;Valorant;4.5;1
SESS-13995;2026-08-21 11:26:00;USR-1495;16;PS5;3;0;750;Card;PUBG;4.0;0
SESS-13503;2026-08-13 21:53:00;USR-1325;15;Standard;1;0;100;Card;CS2;4.0;0
SESS-10368;2026-08-20 15:21:00;USR-1719;25;Standard;1;200;90;Card;Minecraft;5.0;1
SESS-11151;2026-08-27 05:04:00;USR-1308;18;Standard;4;320;400;App;Deadlock;4.0;0
SESS-13366;2026-08-27 10:41:00;USR-1716;17;Standard;1;50;100;App;CS2;4.5;0
SESS-14513;2026-08-09 18:11:00;USR-1674;19;Standard;4;200;360;Card;CS2;5.0;1
SESS-15262;2026-08-17 08:36:00;USR-1148;25;PS5;1;200;250;Card;Browser/Work;3.0;0
SESS-15341;2026-08-29 02:42:00;USR-1623;16;VIP;5;0;1000;Card;Minecraft;4.0;0
SESS-10191;2026-08-14 22:23:00;USR-1392;19;Standard;4;0;400;App;Minecraft;5.0;0
SESS-12016;2026-08-11 22:48:00;USR-1264;16;Standard;2;400;200;Card;Dota 2;5.0;0
SESS-10108;2026-08-16 09:28:00;USR-1594;18;Standard;2;0;200;Card;Dota 2;4.5;0
SESS-12505;2026-08-23 22:10:00;USR-1399;19;Standard;2;0;200;Card;CS2;3.0;0
SESS-13570;2026-08-18 14:49:00;USR-1181;24;PS5;1;0;250;Card;Valorant;4.5;0
SESS-13634;2026-08-23 13:31:00;USR-1155;24;VIP;2;0;360;App;Valorant;5.0;1
SESS-11360;2026-08-01 09:20:00;USR-1513;15;Bootcamp;2;340;300;;CS2;4.0;0
SESS-11623;2026-08-14 21:52:00;USR-1517;17;Standard;3;0;270;Card;Dota 2;5.0;1
SESS-14739;2026-08-11 13:31:00;USR-1721;22;Bootcamp;1;450;150;Card;CS2;5.0;0
SESS-15285;2026-08-29 05:08:00;USR-1369;23;Standard;2;400;200;Card;PUBG;4.5;0
SESS-12855;2026-08-14 15:11:00;USR-1715;31;Standard;2;0;200;App;Dota 2;4.5;0
SESS-12121;2026-08-26 10:33:00;USR-1750;14;VIP;3;490;540;Card;CS2;4.0;1
